0.5	1.5	2.5	5	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.002998828887939453	196.1475351031389
0.5	1.5	2.5	10	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.005984067916870117	128.9082587367836
0.5	1.5	2.5	15	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.008972406387329102	105.60712422445022
0.5	1.5	2.5	20	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.011968374252319336	97.93663043706385
0.5	1.5	2.5	25	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.013962268829345703	53.28238020275151
0.5	1.5	2.5	30	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.017948389053344727	70.16785258506623
0.5	1.5	2.5	35	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.02094411849975586	41.04242757566315
0.5	1.5	2.5	40	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.02393627166748047	153.74018162510097
0.5	1.5	2.5	45	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.026927947998046875	93.78835638236998
0.5	1.5	2.5	50	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.029917240142822266	89.79103095159734
0.5	1.5	2.5	55	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.032912254333496094	129.16651448037646
0.5	1.5	2.5	60	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.0359036922454834	145.37315788008755
0.5	1.5	2.5	65	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.038897037506103516	22.807307252011352
0.5	1.5	2.5	70	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.04188847541809082	75.32883188531304
0.5	1.5	2.5	75	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.04391121864318848	120.08440652414527
0.5	1.5	2.5	80	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.03992867469787598	98.47012533342865
0.5	1.5	2.5	85	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.053148746490478516	84.38978754401347
0.5	1.5	2.5	90	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.053914785385131836	96.76804051307417
0.5	1.5	2.5	95	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.056922197341918945	100.52471115805447
0.5	1.5	2.5	100	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.06322002410888672	82.26889941753008
0.5	1.5	2.5	105	10	50	10.0	5.0	1	5	1	5.0	5.0	100.0	Particles	0.0648508071899414	52.67986087155728
0.5	1.5	2.5	50	10	5	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.002992391586303711	93.59424573050285
0.5	1.5	2.5	50	10	10	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.0059833526611328125	88.55267539980798
0.5	1.5	2.5	50	10	15	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.008974313735961914	91.28790177386743
0.5	1.5	2.5	50	10	20	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.011966943740844727	75.65821482069481
0.5	1.5	2.5	50	10	25	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.01599287986755371	112.03133800076765
0.5	1.5	2.5	50	10	30	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.016566991806030273	35.197145074938085
0.5	1.5	2.5	50	10	35	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.021511554718017578	138.59130628854027
0.5	1.5	2.5	50	10	40	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.021949052810668945	136.39006723902676
0.5	1.5	2.5	50	10	45	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.026927947998046875	69.54328229286784
0.5	1.5	2.5	50	10	50	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.03091740608215332	135.4200790961272
0.5	1.5	2.5	50	10	55	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.03490591049194336	138.30046089488283
0.5	1.5	2.5	50	10	60	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.03598475456237793	79.09999987506127
0.5	1.5	2.5	50	10	65	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.03901171684265137	118.17531902835273
0.5	1.5	2.5	50	10	70	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.04288530349731445	110.47865493805978
0.5	1.5	2.5	50	10	75	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.04610633850097656	55.16339414475581
0.5	1.5	2.5	50	10	80	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.04887819290161133	109.12761214047701
0.5	1.5	2.5	50	10	85	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.05193686485290527	87.7980713773501
0.5	1.5	2.5	50	10	90	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.053856849670410156	70.35727257121151
0.5	1.5	2.5	50	10	95	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.05884289741516113	81.38913672095761
0.5	1.5	2.5	50	10	100	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.06080794334411621	115.43393217719873
0.5	1.5	2.5	50	10	105	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.05485343933105469	65.4099639224421
0.5	1.5	2.5	50	10	110	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.06682181358337402	94.36551630312513
0.5	1.5	2.5	50	10	115	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.06981325149536133	45.129377442991775
0.5	1.5	2.5	50	10	120	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.07277727127075195	94.78721170340266
0.5	1.5	2.5	50	10	125	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.0778191089630127	91.29713305725559
0.5	1.5	2.5	50	10	130	10.0	5.0	1	5	3	5.0	5.0	250.0	Iterations	0.07929039001464844	86.81966301331092
